Year,Round,SeedDiff,Team1,Team2,Team1Wins
2016,1,28,Michigan St.,Middle Tennessee St.,0
2016,1,20,Arizona,Wichita St.,0
2016,1,0,Holy Cross,Oregon,0
2016,1,10,Michigan,Notre Dame,0
2016,0,15,Vanderbilt,Wichita St.,0
2016,0,15,Fairleigh Dickinson,Florida Gulf Coast,0
2016,0,15,Southern,Holy Cross,0
2016,0,15,Tulsa,Michigan,0
2015,6,15,Wisconsin,Duke,0
2015,5,15,Kentucky,Wisconsin,0
2015,5,9,Michigan St.,Duke,0
2015,4,14,Arizona,Wisconsin,0
2015,4,13,Notre Dame,Kentucky,0
2015,4,18,Louisville,Michigan St.,0
2015,4,14,Gonzaga,Duke,0
2015,3,6,UCLA,Gonzaga,0
2015,3,11,West Virginia,Kentucky,0
2015,3,11,Xavier,Arizona,0
2015,3,11,North Carolina St.,Louisville,0
2015,3,11,Utah,Duke,0
2015,3,12,North Carolina,Wisconsin,0
2015,3,11,Wichita St.,Notre Dame,0
2015,3,19,Oklahoma,Michigan St.,0
2015,2,12,Butler,Notre Dame,0
2015,2,12,Alabama-Birmingham,UCLA,0
2015,2,7,Georgia St.,Xavier,0
2015,2,7,Ohio St.,Arizona,0
2015,2,22,Villanova,North Carolina St.,0
2015,2,14,Arkansas,North Carolina,0
2015,2,8,Cincinnati,Kentucky,0
2015,2,16,Georgetown,Utah,0
2015,2,20,Kansas,Wichita St.,0
2015,2,20,Virginia,Michigan St.,0
2015,2,14,Northern Iowa,Louisville,0
2015,2,16,Maryland,West Virginia,0
2015,2,8,Oregon,Wisconsin,0
2015,2,8,San Diego St.,Duke,0
2015,2,10,Iowa,Gonzaga,0
2015,2,7,Dayton,Oklahoma,0
2015,1,14,Purdue,Cincinnati,0
2015,1,8,Buffalo,West Virginia,0
2015,1,6,Valparaiso,Maryland,0
2015,1,10,Texas,Butler,0
2015,1,4,Northeastern,Notre Dame,0
2015,1,12,Indiana,Wichita St.,0
2015,1,2,New Mexico St.,Kansas,0
2015,1,0,Lafayette,Villanova,0
2015,1,14,LSU,North Carolina St.,0
2015,1,8,Wyoming,Northern Iowa,0
2015,1,6,UC Irvine,Louisville,0
2015,1,4,Albany (N.Y.),Oklahoma,0
2015,1,12,Georgia,Michigan St.,0
2015,1,2,Belmont,Virginia,0
2015,1,0,Coastal Carolina,Wisconsin,0
2015,1,14,Oklahoma St.,Oregon,0
2015,1,6,Harvard,North Carolina,0
2015,1,26,Baylor,Georgia St.,0
2015,1,18,Virginia Commonwealth,Ohio St.,0
2015,1,2,Texas Southern,Arizona,0
2015,1,14,St. John's,San Diego St.,0
2015,1,8,Stephen F. Austin,Utah,0
2015,1,6,Eastern Washington,Georgetown,0
2015,1,20,Southern Methodist,UCLA,0
2015,1,26,Iowa St.,Alabama-Birmingham,0
2015,1,12,Davidson,Iowa,0
2015,1,2,North Dakota St.,Gonzaga,0
2015,1,0,Hampton,Kentucky,0
2015,1,10,Mississippi,Xavier,0
2015,1,20,Providence,Dayton,0
2015,1,0,Robert Morris,Duke,0
2015,1,8,Wofford,Arkansas,0
2015,0,15,Manhattan,Hampton,0
2015,0,15,Brigham Young,Mississippi,0
2015,0,15,North Florida,Robert Morris,0
2015,0,15,Boise St.,Dayton,0
2014,6,14,Kentucky,Connecticut,0
2014,5,21,Florida,Connecticut,0
2014,5,21,Wisconsin,Kentucky,0
2014,4,5,Dayton,Florida,0
2014,4,16,Arizona,Wisconsin,0
2014,4,18,Michigan St.,Connecticut,0
2014,4,21,Michigan,Kentucky,0
2014,3,12,UCLA,Florida,0
2014,3,19,Louisville,Kentucky,0
2014,3,6,Tennessee,Michigan,0
2014,3,12,San Diego St.,Arizona,0
2014,3,16,Stanford,Dayton,0
2014,3,11,Baylor,Wisconsin,0
2014,3,18,Virginia,Michigan St.,0
2014,3,19,Iowa St.,Connecticut,0
2014,2,23,Syracuse,Dayton,0
2014,2,10,Oregon,Wisconsin,0
2014,2,7,Pittsburgh,Florida,0
2014,2,7,Harvard,Michigan St.,0
2014,2,10,Texas,Michigan,0
2014,2,20,Villanova,Connecticut,0
2014,2,14,St. Louis,Louisville,0
2014,2,7,North Dakota St.,San Diego St.,0
2014,2,12,Mercer,Tennessee,0
2014,2,18,Creighton,Baylor,0
2014,2,23,Kansas,Stanford,0
2014,2,8,Gonzaga,Arizona,0
2014,2,8,Memphis,Virginia,0
2014,2,12,North Carolina,Iowa St.,0
2014,2,22,Wichita St.,Kentucky,0
2014,2,7,Stephen F. Austin,UCLA,0
2014,1,0,Albany (N.Y.),Florida,0
2014,1,14,Oklahoma St.,Gonzaga,0
2014,1,16,Colorado,Pittsburgh,0
2014,1,22,Oklahoma,North Dakota St.,0
2014,1,22,Virginia Commonwealth,Stephen F. Austin,0
2014,1,6,New Mexico St.,San Diego St.,0
2014,1,6,Tulsa,UCLA,0
2014,1,10,Nebraska,Baylor,0
2014,1,20,Ohio St.,Dayton,0
2014,1,4,Louisiana-Lafayette,Creighton,0
2014,1,4,Western Michigan,Syracuse,0
2014,1,12,Brigham Young,Oregon,0
2014,1,18,New Mexico,Stanford,0
2014,1,2,Eastern Kentucky,Kansas,0
2014,1,2,American,Wisconsin,0
2014,1,0,Coastal Carolina,Virginia,0
2014,1,14,George Washington,Memphis,0
2014,1,22,Cincinnati,Harvard,0
2014,1,6,Delaware,Michigan St.,0
2014,1,10,Providence,North Carolina,0
2014,1,0,Cal-Poly,Wichita St.,0
2014,1,14,Kansas St.,Kentucky,0
2014,1,4,North Carolina Central,Iowa St.,0
2014,1,8,North Carolina St.,St. Louis,0
2014,1,12,St. Joseph's,Connecticut,0
2014,1,2,Milwaukee,Villanova,0
2014,1,6,Manhattan,Louisville,0
2014,1,20,Massachusetts,Tennessee,0
2014,1,26,Duke,Mercer,0
2014,1,12,Arizona St.,Texas,0
2014,1,2,Wofford,Michigan,0
2014,1,0,Weber St.,Arizona,0
2014,0,15,Mount St. Mary's,Albany (N.Y.),0
2014,0,15,Texas Southern,Cal-Poly,0
2014,0,15,Xavier,North Carolina St.,0
2014,0,15,Iowa,Tennessee,0
2013,6,12,Michigan,Louisville,0
2013,5,15,Syracuse,Michigan,0
2013,5,7,Wichita St.,Louisville,0
2013,4,16,Marquette,Syracuse,0
2013,4,22,Ohio St.,Wichita St.,0
2013,4,14,Duke,Louisville,0
2013,4,16,Florida,Michigan,0
2013,3,18,Kansas,Michigan,0
2013,3,14,Michigan St.,Duke,0
2013,3,4,Oregon,Louisville,0
2013,3,11,Arizona,Ohio St.,0
2013,3,16,Miami (Fla.),Marquette,0
2013,3,11,La Salle,Wichita St.,0
2013,3,18,Indiana,Syracuse,0
2013,3,3,Florida Gulf Coast,Florida,0
2013,2,12,Memphis,Michigan St.,0
2013,2,12,Butler,Marquette,0
2013,2,23,Gonzaga,Wichita St.,0
2013,2,23,St. Louis,Oregon,0
2013,2,8,Colorado St.,Louisville,0
2013,2,14,Virginia Commonwealth,Michigan,0
2013,2,7,Harvard,Arizona,0
2013,2,7,California,Syracuse,0
2013,2,10,Creighton,Duke,0
2013,2,16,Mississippi,La Salle,0
2013,2,7,Temple,Indiana,0
2013,2,10,Illinois,Miami (Fla.),0
2013,2,23,San Diego St.,Florida Gulf Coast,0
2013,2,7,Iowa St.,Ohio St.,0
2013,2,8,North Carolina,Kansas,0
2013,2,7,Minnesota,Florida,0
2013,1,0,North Carolina A&T,Louisville,0
2013,1,14,Missouri,Colorado St.,0
2013,1,22,Oklahoma St.,Oregon,0
2013,1,6,New Mexico St.,St. Louis,0
2013,1,10,St. Mary's (Cal.),Memphis,0
2013,1,4,Valparaiso,Michigan St.,0
2013,1,0,Western Kentucky,Kansas,0
2013,1,12,Cincinnati,Creighton,0
2013,1,2,Albany (N.Y.),Duke,0
2013,1,14,Villanova,North Carolina,0
2013,1,8,Akron,Virginia Commonwealth,0
2013,1,6,South Dakota St.,Michigan,0
2013,1,20,UCLA,Minnesota,0
2013,1,4,Northwestern St.,Florida,0
2013,1,12,Oklahoma,San Diego St.,0
2013,1,28,Georgetown,Florida Gulf Coast,0
2013,1,0,Southern,Gonzaga,0
2013,1,0,James Madison,Indiana,0
2013,1,16,Pittsburgh,Wichita St.,0
2013,1,16,North Carolina St.,Temple,0
2013,1,22,Wisconsin,Mississippi,0
2013,1,22,UNLV,California,0
2013,1,24,Kansas St.,La Salle,0
2013,1,6,Montana,Syracuse,0
2013,1,10,Bucknell,Butler,0
2013,1,4,Davidson,Marquette,0
2013,1,12,Colorado,Illinois,0
2013,1,10,Belmont,Arizona,0
2013,1,2,Pacific,Miami (Fla.),0
2013,1,26,New Mexico,Harvard,0
2013,1,18,Notre Dame,Iowa St.,0
2013,1,2,Iona,Ohio St.,0
2013,0,15,Liberty,North Carolina A&T,0
2013,0,15,Middle Tennessee St.,St. Mary's (Cal.),0
2013,0,15,Long Island,James Madison,0
2013,0,15,Boise St.,La Salle,0
2012,6,14,Kansas,Kentucky,0
2012,5,12,Louisville,Kentucky,0
2012,5,15,Ohio St.,Kansas,0
2012,4,13,Baylor,Kentucky,0
2012,4,16,North Carolina,Kansas,0
2012,4,12,Florida,Louisville,0
2012,4,16,Syracuse,Ohio St.,0
2012,3,8,Xavier,Baylor,0
2012,3,3,Ohio,North Carolina,0
2012,3,12,Indiana,Kentucky,0
2012,3,6,North Carolina St.,Kansas,0
2012,3,12,Wisconsin,Syracuse,0
2012,3,18,Michigan St.,Louisville,0
2012,3,11,Cincinnati,Ohio St.,0
2012,3,19,Marquette,Florida,0
2012,2,23,Georgetown,North Carolina St.,0
2012,2,7,St. Louis,Michigan St.,0
2012,2,8,Creighton,North Carolina,0
2012,2,7,Norfolk St.,Florida,0
2012,2,16,South Florida,Ohio,0
2012,2,7,Purdue,Kansas,0
2012,2,18,Florida St.,Cincinnati,0
2012,2,10,Lehigh,Xavier,0
2012,2,8,Kansas St.,Syracuse,0
2012,2,10,Gonzaga,Ohio St.,0
2012,2,12,Murray St.,Marquette,0
2012,2,14,Vanderbilt,Wisconsin,0
2012,2,7,Virginia Commonwealth,Indiana,0
2012,2,8,Iowa St.,Kentucky,0
2012,2,7,Colorado,Baylor,0
2012,2,14,New Mexico,Louisville,0
2012,1,10,Texas,Cincinnati,0
2012,1,14,Alabama,Creighton,0
2012,1,20,San Diego St.,North Carolina St.,0
2012,1,12,Virginia,Florida,0
2012,1,4,St. Bonaventure,Florida St.,0
2012,1,4,Belmont,Georgetown,0
2012,1,0,Vermont,North Carolina,0
2012,1,28,Missouri,Norfolk St.,0
2012,1,24,Michigan,Ohio,0
2012,1,18,St. Mary's (Cal.),Purdue,0
2012,1,28,Duke,Lehigh,0
2012,1,0,Long Island,Michigan St.,0
2012,1,18,Notre Dame,Xavier,0
2012,1,2,Detroit,Kansas,0
2012,1,22,Temple,South Florida,0
2012,1,16,Memphis,St. Louis,0
2012,1,10,Colorado St.,Murray St.,0
2012,1,6,Davidson,Louisville,0
2012,1,14,Southern Mississippi,Kansas St.,0
2012,1,6,Montana,Wisconsin,0
2012,1,4,Brigham Young,Marquette,0
2012,1,0,UNC Asheville,Syracuse,0
2012,1,8,Long Beach St.,New Mexico,0
2012,1,8,Harvard,Vanderbilt,0
2012,1,0,Western Kentucky,Kentucky,0
2012,1,22,Wichita St.,Virginia Commonwealth,0
2012,1,12,West Virginia,Gonzaga,0
2012,1,2,Loyola (Md.),Ohio St.,0
2012,1,14,Connecticut,Iowa St.,0
2012,1,6,New Mexico St.,Indiana,0
2012,1,20,UNLV,Colorado,0
2012,1,4,South Dakota St.,Baylor,0
2012,0,15,Lamar,Vermont,0
2012,0,15,California,South Florida,0
2012,0,15,Mississippi Valley St.,Western Kentucky,0
2012,0,15,Iona,Brigham Young,0
2011,6,10,Butler,Connecticut,0
2011,5,12,Virginia Commonwealth,Butler,0
2011,5,14,Kentucky,Connecticut,0
2011,4,17,North Carolina,Kentucky,0
2011,4,25,Kansas,Virginia Commonwealth,0
2011,4,21,Florida,Butler,0
2011,4,13,Arizona,Connecticut,0
2011,3,4,Richmond,Kansas,0
2011,3,6,Marquette,North Carolina,0
2011,3,18,Ohio St.,Kentucky,0
2011,3,16,Florida St.,Virginia Commonwealth,0
2011,3,14,Brigham Young,Florida,0
2011,3,16,San Diego St.,Connecticut,0
2011,3,19,Duke,Arizona,0
2011,3,19,Wisconsin,Butler,0
2011,2,8,Michigan,Duke,0
2011,2,10,Washington,North Carolina,0
2011,2,7,Illinois,Kansas,0
2011,2,23,Syracuse,Marquette,0
2011,2,8,George Mason,Ohio St.,0
2011,2,23,Purdue,Virginia Commonwealth,0
2011,2,16,Texas,Arizona,0
2011,2,23,Notre Dame,Florida St.,0
2011,2,14,West Virginia,Kentucky,0
2011,2,10,UCLA,Florida,0
2011,2,14,Morehead St.,Richmond,0
2011,2,10,Temple,San Diego St.,0
2011,2,7,Gonzaga,Brigham Young,0
2011,2,12,Cincinnati,Connecticut,0
2011,2,14,Kansas St.,Wisconsin,0
2011,2,22,Pittsburgh,Butler,0
2011,1,6,Oakland,Texas,0
2011,1,2,Akron,Notre Dame,0
2011,1,0,Hampton,Duke,0
2011,1,8,Memphis,Arizona,0
2011,1,18,Texas A&M,Florida St.,0
2011,1,14,Villanova,George Mason,0
2011,1,14,Tennessee,Michigan,0
2011,1,4,St. Peter's,Purdue,0
2011,1,2,Long Island,North Carolina,0
2011,1,20,Xavier,Marquette,0
2011,1,0,Boston University,Kansas,0
2011,1,16,UNLV,Illinois,0
2011,1,4,Indiana St.,Syracuse,0
2011,1,0,Texas-San Antonio,Ohio St.,0
2011,1,12,Georgia,Washington,0
2011,1,20,Georgetown,Virginia Commonwealth,0
2011,1,8,Clemson,West Virginia,0
2011,1,24,Louisville,Morehead St.,0
2011,1,6,Princeton,Kentucky,0
2011,1,12,Penn St.,Temple,0
2011,1,22,Vanderbilt,Richmond,0
2011,1,2,Northern Colorado,San Diego St.,0
2011,1,20,St. John's,Gonzaga,0
2011,1,8,Utah St.,Kansas St.,0
2011,1,6,Belmont,Wisconsin,0
2011,1,4,Wofford,Brigham Young,0
2011,1,2,UC Santa Barbara,Florida,0
2011,1,12,Michigan St.,UCLA,0
2011,1,14,Old Dominion,Butler,0
2011,1,0,UNC Asheville,Pittsburgh,0
2011,1,4,Bucknell,Connecticut,0
2011,1,10,Missouri,Cincinnati,0
2011,0,15,Alabama St.,Texas-San Antonio,0
2011,0,15,Southern California,Virginia Commonwealth,0
2011,0,15,Arkansas-Little Rock,UNC Asheville,0
2011,0,15,Alabama-Birmingham,Clemson,0
2010,6,11,Butler,Duke,0
2010,5,15,Michigan St.,Butler,0
2010,5,14,West Virginia,Duke,0
2010,4,13,Baylor,Duke,0
2010,4,14,Tennessee,Michigan St.,0
2010,4,16,Kentucky,West Virginia,0
2010,4,18,Kansas St.,Butler,0
2010,3,11,Northern Iowa,Michigan St.,0
2010,3,12,Purdue,Duke,0
2010,3,8,St. Mary's (Cal.),Baylor,0
2010,3,19,Ohio St.,Tennessee,0
2010,3,6,Washington,West Virginia,0
2010,3,19,Syracuse,Butler,0
2010,3,4,Cornell,Kentucky,0
2010,3,11,Xavier,Kansas St.,0
2010,2,7,Missouri,West Virginia,0
2010,2,23,Wisconsin,Cornell,0
2010,2,18,Pittsburgh,Xavier,0
2010,2,8,Gonzaga,Syracuse,0
2010,2,7,Georgia Tech,Ohio St.,0
2010,2,16,Maryland,Michigan St.,0
2010,2,14,Texas A&M,Purdue,0
2010,2,8,California,Duke,0
2010,2,23,Villanova,St. Mary's (Cal.),0
2010,2,10,Brigham Young,Kansas St.,0
2010,2,7,Murray St.,Butler,0
2010,2,23,Kansas,Northern Iowa,0
2010,2,7,Wake Forest,Kentucky,0
2010,2,23,New Mexico,Washington,0
2010,2,7,Old Dominion,Baylor,0
2010,2,7,Ohio,Tennessee,0
2010,1,8,New Mexico St.,Michigan St.,0
2010,1,6,Houston,Maryland,0
2010,1,0,Vermont,Syracuse,0
2010,1,2,UC Santa Barbara,Ohio St.,0
2010,1,18,Clemson,Missouri,0
2010,1,6,Siena,Purdue,0
2010,1,18,Oklahoma St.,Georgia Tech,0
2010,1,14,Florida St.,Gonzaga,0
2010,1,6,Wofford,Wisconsin,0
2010,1,8,Utah St.,Texas A&M,0
2010,1,22,Temple,Cornell,0
2010,1,14,Louisville,California,0
2010,1,4,Oakland,Pittsburgh,0
2010,1,0,Arkansas-Pine Bluff,Duke,0
2010,1,10,Minnesota,Xavier,0
2010,1,2,Morgan St.,West Virginia,0
2010,1,2,North Texas,Kansas St.,0
2010,1,24,Vanderbilt,Murray St.,0
2010,1,12,Florida,Brigham Young,0
2010,1,8,UTEP,Butler,0
2010,1,4,Montana,New Mexico,0
2010,1,0,East Tennessee St.,Kentucky,0
2010,1,16,Texas,Wake Forest,0
2010,1,20,Notre Dame,Old Dominion,0
2010,1,4,Sam Houston St.,Baylor,0
2010,1,18,Richmond,St. Mary's (Cal.),0
2010,1,2,Robert Morris,Villanova,0
2010,1,20,Marquette,Washington,0
2010,1,0,Lehigh,Kansas,0
2010,1,16,UNLV,Northern Iowa,0
2010,1,26,Georgetown,Ohio,0
2010,1,10,San Diego St.,Tennessee,0
2010,0,15,Winthrop,Arkansas-Pine Bluff,0
2009,6,14,Michigan St.,North Carolina,0
2009,5,16,Connecticut,Michigan St.,0
2009,5,13,Villanova,North Carolina,0
2009,4,14,Oklahoma,North Carolina,0
2009,4,16,Louisville,Michigan St.,0
2009,4,13,Missouri,Connecticut,0
2009,4,17,Pittsburgh,Villanova,0
2009,3,4,Arizona,Louisville,0
2009,3,14,Kansas,Michigan St.,0
2009,3,12,Gonzaga,North Carolina,0
2009,3,14,Syracuse,Oklahoma,0
2009,3,11,Purdue,Connecticut,0
2009,3,16,Memphis,Missouri,0
2009,3,12,Xavier,Pittsburgh,0
2009,3,16,Duke,Villanova,0
2009,2,7,Siena,Louisville,0
2009,2,7,Southern California,Michigan St.,0
2009,2,14,Cleveland St.,Arizona,0
2009,2,7,Wisconsin,Xavier,0
2009,2,12,Arizona St.,Syracuse,0
2009,2,7,Dayton,Kansas,0
2009,2,8,Oklahoma St.,Pittsburgh,0
2009,2,12,Marquette,Missouri,0
2009,2,12,UCLA,Villanova,0
2009,2,7,Texas A&M,Connecticut,0
2009,2,8,LSU,North Carolina,0
2009,2,16,Washington,Purdue,0
2009,2,7,Michigan,Oklahoma,0
2009,2,7,Western Kentucky,Gonzaga,0
2009,2,10,Texas,Duke,0
2009,2,7,Maryland,Memphis,0
2009,1,22,Florida St.,Wisconsin,0
2009,1,20,West Virginia,Dayton,0
2009,1,24,Wake Forest,Cleveland St.,0
2009,1,18,Boston College,Southern California,0
2009,1,4,Cornell,Missouri,0
2009,1,4,Stephen F. Austin,Syracuse,0
2009,1,10,Temple,Arizona St.,0
2009,1,6,Portland St.,Xavier,0
2009,1,4,North Dakota St.,Kansas,0
2009,1,0,Morehead St.,Louisville,0
2009,1,10,Utah St.,Marquette,0
2009,1,16,Ohio St.,Siena,0
2009,1,22,Utah,Arizona,0
2009,1,0,East Tennessee St.,Pittsburgh,0
2009,1,14,Tennessee,Oklahoma St.,0
2009,1,2,Robert Morris,Michigan St.,0
2009,1,22,Illinois,Western Kentucky,0
2009,1,2,Morgan St.,Oklahoma,0
2009,1,6,Akron,Gonzaga,0
2009,1,14,Butler,LSU,0
2009,1,0,Radford,North Carolina,0
2009,1,18,Clemson,Michigan,0
2009,1,2,Binghamton,Duke,0
2009,1,12,Minnesota,Texas,0
2009,1,10,Virginia Commonwealth,UCLA,0
2009,1,2,Cal St. Northridge,Memphis,0
2009,1,18,California,Maryland,0
2009,1,6,Mississippi St.,Washington,0
2009,1,8,Northern Iowa,Purdue,0
2009,1,16,Brigham Young,Texas A&M,0
2009,1,0,Chattanooga,Connecticut,0
2009,1,4,American,Villanova,0
2009,0,15,Alabama St.,Morehead St.,0
2008,6,15,Memphis,Kansas,0
2008,5,15,UCLA,Memphis,0
2008,5,15,North Carolina,Kansas,0
2008,4,14,Texas,Memphis,0
2008,4,6,Davidson,Kansas,0
2008,4,13,Louisville,North Carolina,0
2008,4,13,Xavier,UCLA,0
2008,3,14,Stanford,Texas,0
2008,3,4,Villanova,Kansas,0
2008,3,22,Wisconsin,Davidson,0
2008,3,11,Michigan St.,Memphis,0
2008,3,12,Washington St.,North Carolina,0
2008,3,11,West Virginia,Xavier,0
2008,3,16,Tennessee,Louisville,0
2008,3,4,Western Kentucky,UCLA,0
2008,2,14,Siena,Villanova,0
2008,2,14,San Diego,Western Kentucky,0
2008,2,12,Oklahoma,Louisville,0
2008,2,10,Miami (Fla.),Texas,0
2008,2,23,Georgetown,Davidson,0
2008,2,7,Arkansas,North Carolina,0
2008,2,8,Mississippi St.,Memphis,0
2008,2,10,Butler,Tennessee,0
2008,2,12,Marquette,Stanford,0
2008,2,7,Kansas St.,Wisconsin,0
2008,2,14,Notre Dame,Washington St.,0
2008,2,8,UNLV,Kansas,0
2008,2,20,Duke,West Virginia,0
2008,2,7,Texas A&M,UCLA,0
2008,2,12,Purdue,Xavier,0
2008,2,16,Pittsburgh,Michigan St.,0
2008,1,0,Texas-Arlington,Memphis,0
2008,1,2,American,Tennessee,0
2008,1,2,Austin Peay,Texas,0
2008,1,2,Maryland-Baltimore County,Georgetown,0
2008,1,4,Boise St.,Louisville,0
2008,1,0,Mount St. Mary's,North Carolina,0
2008,1,24,Vanderbilt,Siena,0
2008,1,24,Connecticut,San Diego,0
2008,1,10,St. Joseph's,Oklahoma,0
2008,1,14,Oregon,Mississippi St.,0
2008,1,16,Indiana,Arkansas,0
2008,1,18,Gonzaga,Davidson,0
2008,1,12,South Alabama,Butler,0
2008,1,22,Drake,Western Kentucky,0
2008,1,22,Clemson,Villanova,0
2008,1,12,St. Mary's (Cal.),Miami (Fla.),0
2008,1,4,Cornell,Stanford,0
2008,1,4,Cal St. Fullerton,Wisconsin,0
2008,1,16,Brigham Young,Texas A&M,0
2008,1,12,Arizona,West Virginia,0
2008,1,6,Winthrop,Washington St.,0
2008,1,4,Georgia,Xavier,0
2008,1,6,Oral Roberts,Pittsburgh,0
2008,1,2,Belmont,Duke,0
2008,1,0,Portland St.,Kansas,0
2008,1,8,Temple,Michigan St.,0
2008,1,8,George Mason,Notre Dame,0
2008,1,0,Mississippi Valley St.,UCLA,0
2008,1,14,Kent St.,UNLV,0
2008,1,10,Kentucky,Marquette,0
2008,1,10,Baylor,Purdue,0
2008,1,20,Southern California,Kansas St.,0
2008,0,15,Coppin St.,Mount St. Mary's,0
