YEAR,ROUND,TEAM1,TEAM2,SEEDDIFF,OFF FGP,DEF FGP,OFF FTR,DEF FTR,OFF RP,DEF RP,OFF TOP,DEF TOP,OFF 3PP,DEF 3PP,OFF 2PP,DEF 2PP,OFF FTP,DEF FTP,OFF 3PR,DEF 3PR,TEAM1WINS
2024,1,Nebraska,Texas A&M,16,-7.800000000000004,3.8000000000000043,5.800000000000004,3.4999999999999964,14.099999999999994,-1.9999999999999964,-1.700000000000001,0.5,-7.399999999999999,2.0,-5.799999999999997,4.299999999999997,-4.5,0.7999999999999972,-6.399999999999999,3.1999999999999957,0.5
2024,1,Wisconsin,James Madison,22,2.0,-5.5,0.7000000000000028,1.8999999999999915,1.5,3.1000000000000014,0.09999999999999964,2.8999999999999986,1.7000000000000028,-8.5,1.6000000000000014,-1.6000000000000014,-5.400000000000006,0.5999999999999943,2.700000000000003,0.7000000000000028,0.5
2024,1,Duke,Vermont,24,-3.4000000000000057,-2.299999999999997,-4.100000000000005,-1.7000000000000028,-9.400000000000002,-2.599999999999998,-0.5,-1.8000000000000025,-4.200000000000003,-1.1000000000000014,-1.2999999999999972,-2.700000000000003,0.09999999999999432,3.5,6.700000000000003,1.0,0.5
2024,1,Texas Tech,North Carolina St.,20,-2.0999999999999943,1.3999999999999986,-2.0999999999999943,5.299999999999997,-1.5999999999999979,-1.0,-2.8000000000000007,0.8999999999999986,-1.8999999999999986,2.799999999999997,-1.3999999999999986,-0.10000000000000142,-4.3999999999999915,2.200000000000003,-7.600000000000001,-3.700000000000003,0.5
2024,1,Kentucky,Oakland,26,-5.299999999999997,1.1000000000000014,0.5,-6.599999999999998,1.7000000000000028,-1.5999999999999979,2.0,0.3000000000000007,-6.100000000000001,1.2999999999999972,-2.9000000000000057,0.7000000000000028,-1.5,1.5,3.5,0.8000000000000043,0.5
2024,1,Florida,Boise St.,18,0.10000000000000142,1.0,-2.5,-1.1000000000000014,-5.0,-5.799999999999997,0.6999999999999993,2.3000000000000025,0.5999999999999943,-1.6000000000000014,-0.5,3.1000000000000014,2.799999999999997,1.6000000000000085,5.299999999999997,4.199999999999996,0.5
2024,1,Marquette,Western Kentucky,28,-3.200000000000003,-1.4000000000000057,7.299999999999997,5.199999999999999,2.5,-4.099999999999998,4.0,-2.5,-1.3999999999999986,-1.3999999999999986,-3.8999999999999986,-0.9000000000000057,0.4000000000000057,-6.799999999999997,-9.5,-3.0,0.5
2024,1,Purdue,Montana St.,30,-2.1000000000000014,4.599999999999994,-12.099999999999998,14.0,-16.7,3.900000000000002,0.3000000000000007,4.6,-4.399999999999999,1.2000000000000028,0.19999999999999574,6.0,1.3000000000000114,-0.9000000000000057,6.399999999999999,-1.8000000000000043,0.5
2024,1,Utah St.,TCU,16,-2.200000000000003,0.6999999999999957,-4.900000000000006,5.300000000000004,7.0,3.200000000000003,2.1999999999999993,4.399999999999999,3.5,3.799999999999997,-5.899999999999999,-2.200000000000003,1.7999999999999972,-2.0999999999999943,-3.1999999999999993,-1.5,0.5
2024,1,Gonzaga,McNeese St.,22,-1.7999999999999972,0.5,9.100000000000001,8.100000000000005,-1.2000000000000028,3.1999999999999957,0.1999999999999975,6.5,3.8999999999999986,-1.0,-5.5,1.1999999999999957,-3.0999999999999943,-1.2999999999999972,2.200000000000003,11.200000000000003,0.5
2024,1,Kansas,Samford,24,3.499999999999986,2.3999999999999986,3.5999999999999943,8.5,4.899999999999999,5.600000000000001,1.6999999999999993,4.899999999999999,6.0,0.10000000000000142,0.7000000000000028,4.200000000000003,-0.30000000000001137,-0.8000000000000114,11.2,-1.0,0.5
2024,1,South Carolina,Oregon,20,1.0,3.5,0.5000000000000036,2.0000000000000036,-4.400000000000002,-0.9000000000000021,-0.6999999999999993,2.9999999999999982,0.10000000000000142,0.6999999999999957,1.6000000000000014,4.800000000000004,0.09999999999999432,-0.7999999999999972,-4.299999999999997,5.0000000000000036,0.5
2024,1,Creighton,Akron,26,-5.499999999999993,2.1999999999999957,9.100000000000001,12.8,3.6000000000000014,1.0,1.8999999999999986,5.400000000000002,-4.100000000000001,-2.200000000000003,-5.800000000000004,5.0,-5.699999999999989,-9.299999999999997,-7.399999999999999,9.599999999999998,0.5
2024,1,Texas,Colorado St.,18,0.8999999999999986,0.29999999999999716,2.200000000000003,-3.1999999999999993,-6.199999999999999,-2.4999999999999964,-1.8000000000000007,-1.6999999999999993,-2.8999999999999986,-0.7999999999999972,4.200000000000003,1.1000000000000014,-0.29999999999999716,2.299999999999997,3.3999999999999986,1.6000000000000014,0.5
2024,1,Tennessee,Saint Peter's,28,-6.5,1.2000000000000028,3.799999999999997,6.5,2.6999999999999957,0.7999999999999972,5.000000000000002,1.4000000000000021,-0.30000000000000426,0.10000000000000142,-9.200000000000003,2.1000000000000014,-3.0,-0.20000000000000284,-10.199999999999996,-6.899999999999999,0.5
